tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,
443,2018-03-01 15:39:59,2018-03-01 15:47:22,178,MIT Pacific St at Purrington St,42.35957320109044,-71.10129475593567,189,Kendall T,42.362427842912396,-71.08495473861694,1616,Subscriber,1986,2,
703,2018-03-01 15:40:20,2018-03-01 15:52:04,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066,1944,Subscriber,1989,1,
563,2018-03-01 15:40:36,2018-03-01 15:50:00,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1807,Subscriber,1992,2,
920,2018-03-01 15:40:36,2018-03-01 15:55:57,21,Prudential Center - Belvedere St,42.34652003998412,-71.08065776545118,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,1318,Subscriber,1979,1,
372,2018-03-01 15:40:42,2018-03-01 15:46:54,189,Kendall T,42.362427842912396,-71.08495473861694,178,MIT Pacific St at Purrington St,42.35957320109044,-71.10129475593567,185,Subscriber,1993,1,
391,2018-03-01 15:41:12,2018-03-01 15:47:43,80,MIT Stata Center at Vassar St / Main St,42.3621312344991,-71.09115600585936,60,Charles Circle - Charles St at Cambridge St TEMPORARY WINTER LOCATION,42.36075761041193,-71.07132909824031,1822,Subscriber,1981,1,
711,2018-03-01 15:41:36,2018-03-01 15:53:27,19,Park Dr at Buswell St,42.347241,-71.105301,82,Washington Square at Washington St. / Beacon St. TEMPORARY WINTER LOCATION,42.338254270769454,-71.13905482012342,602,Subscriber,1992,1,
259,2018-03-01 15:41:39,2018-03-01 15:45:59,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,343,Subscriber,1989,2,
540,2018-03-01 15:41:42,2018-03-01 15:50:43,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.3436658245146,-71.08582377433777,4,Tremont St at E Berkeley St,42.345392,-71.069616,161,Subscriber,1993,1,
492,2018-03-01 15:41:48,2018-03-01 15:50:01,42,Boylston St at Arlington St TEMPORARY WINTER LOCATION,42.352583438376996,-71.06766249993596,43,Rowes Wharf at Atlantic Ave,42.357143,-71.050699,148,Subscriber,1985,2,
