tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,
533,2017-12-01 15:25:17,2017-12-01 15:34:11,80,MIT Stata Center at Vassar St / Main St,42.3621312344991,-71.09115600585936,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,127,Subscriber,1980,2,
353,2017-12-01 15:25:40,2017-12-01 15:31:34,69,Coolidge Corner - Beacon St @ Centre St,42.341598,-71.123338,11,Longwood Ave at Binney St,42.338629,-71.1065,789,Subscriber,1984,1,
212,2017-12-01 15:25:42,2017-12-01 15:29:15,117,Binney St / Sixth St,42.366095,-71.086388,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,695,Subscriber,1987,1,
320,2017-12-01 15:25:43,2017-12-01 15:31:03,23,Boston City Hall - 28 State St,42.35892,-71.057629,40,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,566,Subscriber,1980,1,
534,2017-12-01 15:26:23,2017-12-01 15:35:17,29,Innovation Lab - 125 Western Ave at Batten Way,42.363732,-71.124565,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1056,Subscriber,1986,1,
728,2017-12-01 15:26:24,2017-12-01 15:38:32,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,107,Ames St at Main St,42.3625,-71.08822,1666,Subscriber,1991,1,
198,2017-12-01 15:27:25,2017-12-01 15:30:44,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,26,Washington St at Waltham St,42.341522,-71.068922,1957,Subscriber,1989,1,
331,2017-12-01 15:27:34,2017-12-01 15:33:05,33,Kenmore Square,42.348706,-71.097009,10,B.U. Central - 725 Comm. Ave.,42.350406,-71.108279,1737,Subscriber,1999,1,
322,2017-12-01 15:27:51,2017-12-01 15:33:14,39,Washington St at Rutland St,42.338514601785995,-71.07404083013535,4,Tremont St at E Berkeley St,42.345392,-71.069616,798,Subscriber,1956,2,
1108,2017-12-01 15:28:37,2017-12-01 15:47:05,49,Stuart St at Charles St,42.351146,-71.066289,35,Arch St at Franklin St,42.35581929709065,-71.05887290099417,1101,Subscriber,1991,1,
74,2017-12-01 15:29:44,2017-12-01 15:30:58,141,Kendall Street,42.363560158429884,-71.08216792345047,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,846,Subscriber,1994,1,
918,2017-12-01 15:29:47,2017-12-01 15:45:05,178,MIT Pacific St at Purrington St,42.35957320109044,-71.10129475593567,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,816,Subscriber,1989,1,
444,2017-12-01 15:30:12,2017-12-01 15:37:36,47,Cross St at Hanover St,42.362811,-71.056067,192,Purchase St at Pearl St,42.354659,-71.053181,1832,Subscriber,1983,1,
2746,2017-12-01 15:30:19,2017-12-01 16:16:05,60,Charles Circle - Charles St at Cambridge St TEMPORARY WINTER LOCATION,42.36075761041193,-71.07132909824031,126,Egleston Square - Atherton St at Washington St,42.315692,-71.098634,1840,Subscriber,1984,1,
404,2017-12-01 15:30:18,2017-12-01 15:37:03,35,Arch St at Franklin St,42.35581929709065,-71.05887290099417,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,711,Subscriber,1965,2,
1149,2017-12-01 15:30:42,2017-12-01 15:49:52,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,143,EF - North Point Park,42.369885,-71.069957,1153,Subscriber,1986,2,
380,2017-12-01 15:30:58,2017-12-01 15:37:19,221,Verizon Innovation Hub 10 Ware Street,42.37250864997261,-71.11305356025696,71,Conway Park - Somerville Avenue,42.383405,-71.107593,600,Subscriber,1977,1,
268,2017-12-01 15:31:41,2017-12-01 15:36:10,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,736,Subscriber,1995,1,
245,2017-12-01 15:31:52,2017-12-01 15:35:58,151,Surface Rd at India St,42.358155,-71.052163,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,733,Subscriber,1973,1,
267,2017-12-01 15:32:10,2017-12-01 15:36:38,179,MIT Vassar St,42.355601213279265,-71.10394477844238,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1730,Subscriber,1996,1,
232,2017-12-01 15:32:34,2017-12-01 15:36:26,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,179,MIT Vassar St,42.355601213279265,-71.10394477844238,1751,Subscriber,1997,1,
428,2017-12-01 15:32:34,2017-12-01 15:39:43,192,Purchase St at Pearl St,42.354659,-71.053181,186,Congress St at Northern Ave,42.3481,-71.03764,183,Subscriber,1981,1,
275,2017-12-01 15:32:36,2017-12-01 15:37:12,107,Ames St at Main St,42.3625,-71.08822,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1916,Subscriber,1999,1,
305,2017-12-01 15:32:53,2017-12-01 15:37:58,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,179,MIT Vassar St,42.355601213279265,-71.10394477844238,113,Subscriber,1987,1,
672,2017-12-01 15:33:25,2017-12-01 15:44:37,105,Lower Cambridgeport at Magazine St / Riverside Rd,42.357218503176526,-71.1138716340065,80,MIT Stata Center at Vassar St / Main St,42.3621312344991,-71.09115600585936,1766,Subscriber,1992,1,
77,2017-12-01 15:33:42,2017-12-01 15:34:59,185,Third at Binney,42.36544486137399,-71.08277142047882,117,Binney St / Sixth St,42.366095,-71.086388,493,Subscriber,1990,2,
987,2017-12-01 15:33:59,2017-12-01 15:50:27,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,42,Boylston St at Arlington St TEMPORARY WINTER LOCATION,42.352583438376996,-71.06766249993596,681,Subscriber,1980,1,
372,2017-12-01 15:34:10,2017-12-01 15:40:23,143,EF - North Point Park,42.369885,-71.069957,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,1910,Subscriber,1991,1,
309,2017-12-01 15:34:10,2017-12-01 15:39:19,10,B.U. Central - 725 Comm. Ave.,42.350406,-71.108279,226,Commonwealth Ave At Babcock St,42.35154734791375,-71.12126246094704,900,Subscriber,1999,1,
369,2017-12-01 15:34:16,2017-12-01 15:40:26,139,Dana Park,42.361780439606044,-71.10809952020645,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919031768079,-71.11714124679565,1216,Subscriber,1990,2,
486,2017-12-01 15:34:42,2017-12-01 15:42:49,114,Teele Square at 239 Holland St,42.402763,-71.126908,115,Porter Square Station,42.387995,-71.119084,1021,Subscriber,1961,2,
932,2017-12-01 15:35:07,2017-12-01 15:50:40,177,University Park,42.36264779118595,-71.10006093978882,79,Beacon St at Washington / Kirkland,42.37842,-71.105668,1774,Subscriber,1993,1,
